id	age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	Y
2112	27	?	204074	HS-grad	9	Never-married	?	Not-in-family	White	Male	0	0	40	United-States	<=50K
2114	77	Local-gov	144608	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	6	United-States	<=50K
2115	41	Private	191451	Masters	14	Divorced	Exec-managerial	Unmarried	Black	Female	0	0	60	United-States	>50K
2116	38	Federal-gov	99527	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
2117	31	Private	124827	HS-grad	9	Never-married	Other-service	Not-in-family	White	Male	0	0	40	United-States	<=50K
2119	60	Local-gov	124987	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	7298	0	40	United-States	>50K
2120	27	Private	212622	Masters	14	Never-married	Exec-managerial	Own-child	White	Female	0	0	40	United-States	<=50K
2121	35	Private	93225	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
2123	33	Private	348592	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	>50K
2125	20	Private	180497	HS-grad	9	Never-married	Other-service	Not-in-family	Black	Female	0	0	40	United-States	<=50K
2126	34	State-gov	366198	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	Germany	>50K
2127	37	Private	199753	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	35	United-States	>50K
2129	35	Private	197365	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	40	United-States	<=50K
2130	55	State-gov	175127	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	7688	0	38	United-States	>50K
2131	51	Private	224207	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
2132	36	Private	222294	Bachelors	13	Never-married	Exec-managerial	Not-in-family	Asian-Pac-Islander	Female	0	0	40	United-States	<=50K
2135	28	Private	271466	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K
2136	29	Private	285419	12th	8	Never-married	Tech-support	Not-in-family	White	Male	0	0	40	United-States	<=50K
2138	19	Private	29250	Some-college	10	Never-married	Prof-specialty	Own-child	White	Male	0	0	10	United-States	<=50K
2139	28	Private	212091	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	2580	0	40	United-States	<=50K
2144	44	Private	323627	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	5	United-States	<=50K
2145	41	Local-gov	352056	Assoc-acdm	12	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	40	United-States	<=50K
2148	29	Local-gov	30069	HS-grad	9	Married-civ-spouse	Other-service	Wife	White	Female	2635	0	40	United-States	<=50K
2149	41	Private	92733	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
2153	22	Private	128487	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	10	United-States	<=50K
2163	30	Private	128016	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	55	United-States	<=50K
2165	59	?	154236	HS-grad	9	Married-civ-spouse	?	Wife	White	Female	7688	0	40	United-States	>50K
2166	27	Private	506436	Some-college	10	Divorced	Sales	Unmarried	White	Female	0	0	40	Peru	<=50K
2167	25	Private	310864	Bachelors	13	Never-married	Tech-support	Not-in-family	Black	Male	0	0	40	?	<=50K
2170	25	Private	419658	HS-grad	9	Never-married	Other-service	Own-child	White	Female	0	0	8	United-States	<=50K
2171	61	Private	120933	Some-college	10	Never-married	Priv-house-serv	Not-in-family	White	Female	0	0	40	United-States	<=50K
2172	29	Local-gov	302422	Assoc-voc	11	Never-married	Protective-serv	Not-in-family	White	Male	0	1564	56	United-States	>50K
2173	37	Private	120590	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	>50K
2175	46	Private	102359	Bachelors	13	Divorced	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	<=50K
2178	25	Private	237865	Some-college	10	Never-married	Other-service	Own-child	Black	Male	0	0	42	United-States	<=50K
2186	19	Private	271521	HS-grad	9	Never-married	Other-service	Other-relative	Asian-Pac-Islander	Male	0	0	24	United-States	<=50K
2191	29	Self-emp-not-inc	144063	7th-8th	4	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	72	United-States	<=50K
2194	34	Private	185216	Some-college	10	Never-married	Adm-clerical	Own-child	White	Male	0	0	40	United-States	<=50K
2195	24	Private	200295	Some-college	10	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
2196	17	Private	225106	10th	6	Never-married	Other-service	Own-child	White	Female	0	1602	18	United-States	<=50K
2199	34	Private	269243	Some-college	10	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
2205	36	Private	183612	HS-grad	9	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1977	40	United-States	>50K
2207	59	Private	232672	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
2210	36	Private	168276	10th	6	Divorced	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K
2211	39	Private	301867	Bachelors	13	Divorced	Adm-clerical	Not-in-family	Asian-Pac-Islander	Female	0	0	24	Philippines	<=50K
2215	34	Private	251421	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
2216	51	Private	136121	Assoc-voc	11	Divorced	Adm-clerical	Unmarried	White	Female	0	0	38	United-States	<=50K
2219	55	Private	256953	HS-grad	9	Widowed	Machine-op-inspct	Unmarried	Black	Female	0	0	44	United-States	<=50K
2224	22	Local-gov	50065	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	35	United-States	<=50K
2225	44	Private	98211	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
2229	20	Private	130959	Some-college	10	Never-married	Other-service	Own-child	White	Male	0	0	20	United-States	<=50K
2231	62	Local-gov	180162	9th	5	Divorced	Protective-serv	Not-in-family	Black	Male	0	0	24	United-States	<=50K
2233	25	Private	134113	Bachelors	13	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	30	United-States	<=50K
2234	49	Private	236586	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K
2235	21	Private	296158	10th	6	Married-civ-spouse	Other-service	Husband	White	Male	0	0	25	United-States	<=50K
2236	29	Private	78261	Prof-school	15	Never-married	Prof-specialty	Own-child	White	Male	0	0	50	United-States	<=50K
2240	45	State-gov	101299	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
2242	58	Private	56331	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	<=50K
2243	40	Private	207025	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	6849	0	38	United-States	<=50K
2245	45	Private	266860	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
2246	38	Private	258888	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	35	United-States	>50K
2251	53	Self-emp-not-inc	137547	Prof-school	15	Never-married	Prof-specialty	Not-in-family	Asian-Pac-Islander	Male	27828	0	40	Philippines	>50K
2254	50	Private	147629	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	45	United-States	>50K
2256	33	Self-emp-not-inc	34102	HS-grad	9	Never-married	Other-service	Not-in-family	White	Female	0	0	35	United-States	<=50K
2257	46	Private	282538	Assoc-voc	11	Separated	Machine-op-inspct	Not-in-family	Black	Female	0	0	40	United-States	<=50K
2258	42	Private	366180	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	55	United-States	>50K
2262	43	Local-gov	125461	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	<=50K
2263	32	Private	152940	Assoc-acdm	12	Never-married	Adm-clerical	Own-child	White	Male	0	0	30	United-States	<=50K
2265	23	?	148751	Some-college	10	Never-married	?	Not-in-family	White	Female	0	0	35	United-States	<=50K
2266	34	Private	379412	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K
2271	52	Self-emp-not-inc	174752	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
2273	44	Local-gov	145522	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	40	United-States	<=50K
2274	73	State-gov	96262	HS-grad	9	Widowed	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
2276	23	Private	31606	HS-grad	9	Never-married	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
2277	32	Self-emp-inc	108467	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	55	United-States	<=50K
2278	48	Private	174829	Assoc-acdm	12	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
2281	59	Private	183606	11th	7	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
2282	18	Private	101795	10th	6	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	40	United-States	<=50K
2283	43	Private	172401	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
2286	73	Private	105886	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	1173	0	75	United-States	<=50K
2287	30	Private	236861	HS-grad	9	Never-married	Exec-managerial	Not-in-family	White	Male	0	1876	45	United-States	<=50K
2289	40	Private	193144	HS-grad	9	Divorced	Other-service	Unmarried	White	Female	0	0	36	United-States	<=50K
2290	62	Private	174711	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	32	United-States	<=50K
2292	20	Private	137974	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	30	United-States	<=50K
2293	59	Self-emp-not-inc	128105	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	35	United-States	<=50K
2295	24	Private	170070	HS-grad	9	Never-married	Machine-op-inspct	Own-child	White	Female	0	0	25	United-States	<=50K
2296	44	Private	162028	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	2415	6	United-States	>50K
2300	25	Private	76144	HS-grad	9	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	50	United-States	<=50K
2301	29	Private	150861	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
2303	32	Self-emp-not-inc	84119	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	<=50K
2304	20	Private	379198	HS-grad	9	Never-married	Other-service	Other-relative	Other	Male	0	0	40	Mexico	<=50K
2305	22	Federal-gov	65547	Some-college	10	Never-married	Exec-managerial	Not-in-family	Black	Male	0	0	40	United-States	<=50K
2307	25	Private	237065	Some-college	10	Divorced	Other-service	Own-child	Black	Male	0	0	38	United-States	<=50K
2309	20	Private	223811	HS-grad	9	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K
2311	41	Local-gov	22155	Masters	14	Divorced	Prof-specialty	Unmarried	White	Female	0	0	60	United-States	<=50K
2312	48	State-gov	171926	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	50	United-States	>50K
2313	49	State-gov	203039	11th	7	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	<=50K
2314	54	Private	182314	Doctorate	16	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1977	50	United-States	>50K
2315	53	Self-emp-not-inc	187830	Assoc-voc	11	Separated	Craft-repair	Not-in-family	White	Male	0	0	40	Poland	<=50K
2316	33	Private	188352	Masters	14	Never-married	Prof-specialty	Not-in-family	Black	Male	0	0	50	United-States	<=50K
2318	46	Local-gov	109089	Prof-school	15	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	>50K
2319	44	Self-emp-not-inc	361280	Some-college	10	Married-civ-spouse	Sales	Husband	Asian-Pac-Islander	Male	0	0	80	Philippines	>50K
2320	43	Private	168412	HS-grad	9	Married-civ-spouse	Sales	Other-relative	White	Female	0	0	44	Poland	<=50K
2321	30	Private	337494	Assoc-acdm	12	Never-married	Machine-op-inspct	Not-in-family	White	Male	0	0	48	United-States	<=50K
2324	24	Private	196269	11th	7	Married-civ-spouse	Handlers-cleaners	Husband	Other	Male	0	0	40	United-States	<=50K
2325	36	Private	280169	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
2326	29	Private	370494	HS-grad	9	Never-married	Other-service	Unmarried	White	Female	0	0	40	Mexico	<=50K
2327	21	Private	277408	Some-college	10	Never-married	Other-service	Unmarried	White	Female	0	0	35	United-States	<=50K
2328	22	?	229997	Some-college	10	Married-spouse-absent	?	Unmarried	Black	Female	0	0	40	United-States	<=50K
2329	37	Federal-gov	207887	Bachelors	13	Divorced	Exec-managerial	Other-relative	White	Female	0	0	50	United-States	<=50K
2333	43	Private	163215	Bachelors	13	Married-civ-spouse	Other-service	Wife	White	Female	0	0	35	?	>50K
2334	52	Local-gov	152795	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
2339	54	Private	57758	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	0	0	68	United-States	>50K
2341	60	Private	101096	Doctorate	16	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	65	United-States	>50K
2342	63	Private	294009	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	45	United-States	>50K
2344	37	Private	240810	Assoc-acdm	12	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	<=50K
2346	34	Private	226883	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
2348	34	Private	97306	Bachelors	13	Divorced	Craft-repair	Unmarried	White	Female	0	0	25	United-States	<=50K
2350	48	Private	121124	Some-college	10	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	>50K
2352	47	Private	121958	7th-8th	4	Married-spouse-absent	Other-service	Unmarried	White	Female	0	0	30	United-States	<=50K
2353	22	?	210802	Some-college	10	Never-married	?	Not-in-family	Black	Female	0	0	35	United-States	<=50K
2354	41	Self-emp-inc	117721	Some-college	10	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	65	United-States	<=50K
2355	31	Private	243442	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	50	United-States	<=50K
2360	61	Private	357437	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	<=50K
2362	39	Self-emp-not-inc	274683	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	7688	0	50	United-States	>50K
2363	48	State-gov	120131	HS-grad	9	Divorced	Craft-repair	Own-child	White	Male	8614	0	40	United-States	>50K
2364	21	Private	307371	Some-college	10	Never-married	Protective-serv	Own-child	White	Male	0	0	15	United-States	<=50K
2365	54	Private	77336	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	<=50K
2366	40	Local-gov	34540	Masters	14	Divorced	Prof-specialty	Unmarried	White	Female	0	0	44	United-States	<=50K
2367	43	Private	258049	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	53	United-States	>50K
2370	29	Private	290740	Assoc-acdm	12	Never-married	Priv-house-serv	Not-in-family	White	Female	0	0	50	United-States	<=50K
2372	44	Private	201723	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024	0	45	United-States	>50K
2375	52	Private	117496	Bachelors	13	Divorced	Prof-specialty	Unmarried	White	Female	0	1755	40	United-States	>50K
2378	30	Private	161599	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	40	United-States	>50K
2380	46	Self-emp-not-inc	231347	Some-college	10	Separated	Prof-specialty	Not-in-family	White	Male	0	0	20	United-States	<=50K
2381	28	Private	199600	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	0	0	40	United-States	<=50K
2382	47	Private	176319	HS-grad	9	Married-civ-spouse	Sales	Own-child	White	Female	0	0	38	United-States	>50K
2386	19	Private	29510	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	20	United-States	<=50K
2387	69	Self-emp-not-inc	104003	7th-8th	4	Married-civ-spouse	Sales	Husband	White	Male	0	0	55	United-States	<=50K
2389	25	Private	175128	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K
2390	65	Federal-gov	325089	10th	6	Divorced	Craft-repair	Unmarried	White	Male	0	0	40	United-States	<=50K
2392	55	Self-emp-inc	124137	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
2394	56	Private	134195	Masters	14	Never-married	Sales	Not-in-family	White	Male	0	0	50	United-States	<=50K
2399	25	State-gov	152035	Assoc-acdm	12	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
2401	24	Private	182342	HS-grad	9	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K
2405	46	Private	503923	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	4386	0	40	United-States	>50K
2406	44	Private	167725	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
2408	47	State-gov	224149	Bachelors	13	Divorced	Exec-managerial	Not-in-family	White	Female	0	0	40	United-States	>50K
2410	31	Private	112627	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	Amer-Indian-Eskimo	Male	0	0	40	United-States	<=50K
2412	64	Private	170483	HS-grad	9	Widowed	Other-service	Not-in-family	White	Female	0	0	38	United-States	<=50K
2413	34	Self-emp-not-inc	87209	Masters	14	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	60	United-States	<=50K
2417	35	Self-emp-inc	111319	Assoc-acdm	12	Married-civ-spouse	Sales	Husband	White	Male	0	1887	45	United-States	>50K
2418	27	Private	258768	Bachelors	13	Never-married	Handlers-cleaners	Not-in-family	Black	Male	0	0	40	United-States	<=50K
2419	32	Private	180799	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	60	United-States	>50K
2422	17	Private	228253	10th	6	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	10	United-States	<=50K
2423	43	Private	105936	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	35	United-States	>50K
2425	34	Self-emp-not-inc	304622	Bachelors	13	Divorced	Prof-specialty	Unmarried	White	Female	0	0	50	United-States	<=50K
2426	51	Self-emp-inc	166386	Bachelors	13	Married-civ-spouse	Exec-managerial	Wife	Asian-Pac-Islander	Female	0	0	35	Taiwan	<=50K
2428	22	Private	50136	5th-6th	3	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	El-Salvador	<=50K
2430	18	Private	100875	11th	7	Never-married	Other-service	Unmarried	White	Female	0	0	28	United-States	<=50K
2432	33	Private	213226	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	60	United-States	<=50K
2433	28	Private	37359	Assoc-voc	11	Married-civ-spouse	Prof-specialty	Husband	White	Male	99999	0	50	United-States	>50K
2434	76	Private	199949	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	20051	0	50	United-States	>50K
2435	44	Private	307468	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	29	United-States	>50K
2437	22	Private	500720	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	Mexico	<=50K
2439	19	?	169758	Some-college	10	Never-married	?	Own-child	White	Male	0	0	40	United-States	<=50K
2441	43	Private	233851	Bachelors	13	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
2442	41	Self-emp-not-inc	145441	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Yugoslavia	<=50K
2443	22	Private	148187	11th	7	Never-married	Other-service	Other-relative	White	Male	0	0	40	United-States	<=50K
2444	60	Self-emp-not-inc	35649	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
2445	39	Private	188069	9th	5	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	25	United-States	<=50K
2447	27	Private	193122	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
2449	20	Private	34310	Some-college	10	Never-married	Sales	Own-child	White	Male	0	0	20	United-States	<=50K
2451	42	Private	240628	Bachelors	13	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	40	United-States	>50K
2452	48	Self-emp-not-inc	121124	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	35	United-States	>50K
2454	37	Private	344480	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	65	United-States	<=50K
2458	33	Local-gov	83671	Bachelors	13	Never-married	Prof-specialty	Not-in-family	Black	Female	0	0	50	United-States	<=50K
2467	49	Private	134797	Some-college	10	Divorced	Adm-clerical	Not-in-family	White	Male	0	0	40	United-States	<=50K
2469	33	Private	279524	HS-grad	9	Divorced	Machine-op-inspct	Not-in-family	White	Female	0	0	40	United-States	<=50K
2471	31	Private	207201	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
2473	31	Private	219509	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	Mexico	>50K
2478	58	Private	216941	HS-grad	9	Divorced	Exec-managerial	Unmarried	White	Female	0	0	40	United-States	<=50K
2484	23	Private	165064	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	<=50K
2486	24	Local-gov	195808	HS-grad	9	Never-married	Protective-serv	Not-in-family	White	Male	0	0	40	United-States	<=50K
2487	50	Private	156877	11th	7	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	70	United-States	>50K
2490	43	Private	184378	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	35	United-States	<=50K
2492	49	Local-gov	126446	Some-college	10	Never-married	Other-service	Unmarried	White	Female	0	0	30	United-States	<=50K
2493	35	Private	101387	HS-grad	9	Divorced	Sales	Not-in-family	White	Female	0	0	50	United-States	<=50K
2496	41	Private	172828	9th	5	Married-civ-spouse	Other-service	Husband	White	Male	0	0	55	Outlying-US(Guam-USVI-etc)	<=50K
2497	51	Private	237630	HS-grad	9	Married-civ-spouse	Tech-support	Husband	White	Male	7298	0	50	United-States	>50K
2498	30	Private	154882	Prof-school	15	Widowed	Other-service	Not-in-family	White	Male	0	0	35	United-States	<=50K
2499	28	Self-emp-inc	191129	HS-grad	9	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	65	United-States	>50K
2501	39	Private	187089	Some-college	10	Divorced	Sales	Not-in-family	White	Female	0	0	40	United-States	<=50K
2504	17	Private	126771	12th	8	Never-married	Prof-specialty	Own-child	White	Male	0	0	7	United-States	<=50K
2505	24	Private	174461	Assoc-acdm	12	Divorced	Other-service	Not-in-family	White	Female	0	0	22	United-States	<=50K
2507	43	Self-emp-not-inc	56920	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	60	United-States	<=50K
2510	50	Private	269095	HS-grad	9	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
2512	25	Private	122999	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
2513	21	Private	273403	Assoc-voc	11	Never-married	Other-service	Not-in-family	White	Female	0	0	50	United-States	<=50K
2514	50	Local-gov	20795	Some-college	10	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	>50K
2521	29	Private	74500	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
2522	49	Private	165468	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	55	United-States	>50K
2523	30	Private	110594	HS-grad	9	Divorced	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
2524	23	Private	198996	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
2532	26	Private	154966	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Puerto-Rico	<=50K
2537	43	Self-emp-inc	170785	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	55	United-States	<=50K
2538	45	Self-emp-inc	36228	Bachelors	13	Married-civ-spouse	Farming-fishing	Husband	White	Male	4386	0	35	United-States	>50K
2540	40	Private	175398	Assoc-voc	11	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	20	United-States	<=50K
2541	46	Private	155664	Some-college	10	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K
2542	29	Private	340534	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	44	United-States	<=50K
2543	17	Private	174298	11th	7	Never-married	Other-service	Own-child	White	Male	0	0	20	United-States	<=50K
2544	44	Private	147206	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K
2551	52	Local-gov	100226	Bachelors	13	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K
2554	59	?	254765	Some-college	10	Married-civ-spouse	?	Husband	White	Male	0	0	40	United-States	>50K
2555	27	Private	191822	HS-grad	9	Married-civ-spouse	Sales	Wife	White	Female	0	0	50	United-States	<=50K
2556	37	Private	215419	Assoc-acdm	12	Married-civ-spouse	Other-service	Wife	White	Female	0	0	25	United-States	<=50K
2557	62	Private	150693	HS-grad	9	Widowed	Adm-clerical	Not-in-family	White	Female	0	0	42	United-States	<=50K
2558	38	Private	179262	Some-college	10	Divorced	Adm-clerical	Unmarried	White	Female	0	0	30	United-States	<=50K
2559	39	State-gov	343646	Bachelors	13	Divorced	Protective-serv	Not-in-family	White	Male	0	0	40	Mexico	>50K
2562	23	Private	336360	7th-8th	4	Never-married	Craft-repair	Own-child	Black	Male	0	0	40	United-States	<=50K
2563	32	Private	170017	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K
2564	20	Private	191910	HS-grad	9	Never-married	Protective-serv	Own-child	White	Male	0	0	40	United-States	<=50K
2567	45	Private	155489	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	60	United-States	>50K
2568	32	State-gov	438711	Some-college	10	Married-civ-spouse	Prof-specialty	Wife	Black	Female	0	0	40	United-States	<=50K
2581	29	Private	236938	Assoc-acdm	12	Divorced	Craft-repair	Unmarried	White	Female	0	0	38	United-States	<=50K
2583	17	Private	375657	11th	7	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	30	United-States	<=50K
2587	60	Self-emp-not-inc	106118	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	70	United-States	>50K
2588	24	Self-emp-not-inc	83374	Some-college	10	Never-married	Prof-specialty	Not-in-family	Asian-Pac-Islander	Male	0	0	30	United-States	>50K
2589	40	Private	70539	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	4386	0	50	United-States	<=50K
2591	61	Private	115023	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K
2592	38	Private	300975	Masters	14	Married-civ-spouse	Other-service	Husband	Black	Male	0	1485	40	?	<=50K
2593	33	Private	214635	HS-grad	9	Married-civ-spouse	Other-service	Husband	Black	Male	0	0	36	Haiti	<=50K
